For Sale:  XDS 45 with extras,500                                                                    ,Sell/Trade,iowa,  6767574," Saturday, November 11, 2017",Handguns,Springfield                                                                                ,Striker Fire                                                                                ,"I have a low round count XDS 45ACP 3.3 for sale with lots of extras. Comes with the box and all the standard xds gear plus an IWB Bladetech holster, kramer formed leather mag holder, 4 extended magazines and 6 standard magazines (5 have pinky extensions).NO TRADES/CASH ONLY"
For Sale:  Rock River LAR-15,800                                                                    ,Sell/Trade,iowa,  6894320," Saturday, November 11, 2017",Rifles,Rock River Arms                                                                                ,Semi-automatic                                                                                ,"i have an excellent condition RRA LAR 15 that has been kept clean and oiled in my safe. this rifle is very accurate and fun to shoot and hunt with. comes with 3 mags. **OPTICS NOT INCLUDED**NO TRADES, CASH ONLY."
For Sale:  AAC 300 Blackout AR Pistol 12 inch,"1,500                                                                    ",Sell/Trade,iowa,  7510800," Saturday, November 11, 2017",Handguns,Noveske                                                                                ,N/A,"12 inch AAC 300 blackout complete upper on a Noveske pistol lower with the hogue grip and upgraded black rain ordnance trigger. I can remove the trigger if you want a cheaper price. This gun is new and has never been fired. Not really looking for trades, but will consider. I do collect old ammunition, old smith and Wesson’s. I would like a desert eagle, norinco Ak, polytech, Maadi AK. Old Colts, old AR’s. Daniel Defense 308 or armalite AR10. I am in Marshalltown and Waterloo weekly."
For Sale:  Glock 43,460                                                                    ,Sell/Trade,iowa,  7563504," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,Glock 43 with very low round count will come with everything it comes with new including 2 6 round mags and new desantis holster from scheels asking $460 text or call 319-899-9591
For Sale:  CZ SP-01 Shadow Custom Dual Tone,"1,300                                                                    ",Sell/Trade,iowa,  7563295," Saturday, November 11, 2017",Handguns,CZ USA                                                                                ,Double / Single Action                                                                                ,"Unfired CZ SP-01 Shadow Custom Dual Tone 9mm PistolVery rare extended 4.925"" barrel.Drop in Pre-B short reset disconnector.Extended firing pin & lighter firing pin spring.Shadow competition rear sight.Fiber optic front sight: 1.0mm fiber.CZ Custom competition SA / DA hammer & 13 lb main spring.Stainless steel guide rod & 11 Lb recoil spring.LOK CZ 75 Palm Swell G10 Bogie Grips.Tuned trigger components to reduce single & double action trigger pull.Re-profile & polish disconnector & associated surfaces.Re-profile slide stop for magazine release with heavy / long bullets.Slide to frame fit is tight with no wiggle.Includes (3) 19 round 9mm magazines.Reliability & zero check with factory ammunition (includes test target consisting of one ragged hole).Single action pull: 3.25 lbs.Double action pull: 7.5 lbs.This pistol in an unfired safe queen. There are no blemishes anywhere on her, and I am the original owner. Pistol comes with everything it originally did (box, manual, test targets, cleaning rod & brush, safety lock, etc.). This is a higher end item, so please, no low ball offers. Please contact me with any questions. Responses that don't mention the item in them will be ignored and assumed to be a phishing attempt. If the listing is still up that means the pistol is still available. Thanks for looking."
For Sale:  Smith & Wesson Bodyguard 380,285                                                                    ,Sell/Trade,iowa,  7563324," Saturday, November 11, 2017",Handguns,Smith & Wesson                                                                                ,Double Action                                                                                ,Smith & Wesson Bodyguard 380 - Like new in box - Less than a box of ammo through this gun - Includes 1 & 3/4 boxes of American Eagle ammo!
"For Sale:  Remington 700 308, Custom, Atlas Bipod","1,300                                                                    ",Sell/Trade,iowa,  7563242," Saturday, November 11, 2017",Rifles,N/A,N/A,"This is a Remington 700 on a MDT LSS chasis with Magpul PRS stock.  It has Primary Weapons Design Prs brake, Burris Verocity,  Also comes with Atlas Bipod."
For Sale:  SMITH & WESSON SHIELD S&W 9MM NEW,350                                                                    ,Sell/Trade,iowa,  7563212," Saturday, November 11, 2017",Handguns,Smith & Wesson                                                                                ,Striker Fire                                                                                ,"SMITH & WESSON SHIELDS&W 9MM NEWGun is brand new....purchased 2 of these and my wife chaged her mind.....I am keeping mine....this gun has NEVER been carriedthinning down my collection so getting rid of a fewalso have IWB Alien Gear holster for this as an option and brand new extra magazines as options....price does not reflect any of these added but can be purchased seperate.I will be selling off some new guns (some that have never been fired) and some older collectible safe queens.buyer must have drivers license, current permit to carry or a permit to purchase and sales receipt will be written up accordingly....$ 350 cash -  please call or text 515-229-9336I may be open to some trades but it would have to be higher end stuffHKSigColtS&WBrowning Hi Power ......etcmainly hand guns, would lean towards olderI have and will ship, but all paperwork must be sent to me as stated above prior to sale and gun will be held until funds clear - will ONLY accept a postal money order for any gun shipped and guns will ONLY be shipped to a registered FFL dealer - SORRY NO EXCEPTIONS"
For Sale:  Para-Ordnance 1911,500                                                                    ,Sell/Trade,iowa,  7410708," Saturday, November 11, 2017",Handguns,Para Ordnance                                                                                ,Single Action                                                                                ,Para Ordnance SSP in 45acp  this is an original Canadian made Para  back when they were great guns.Need permit to purchase an Iowa drivers license.
For Sale:  Quality Ar15 build,650                                                                    ,Sell/Trade,iowa,  6867571," Saturday, November 11, 2017",Rifles,N/A,Semi-automatic                                                                                ,"5330 Davidson Defense Assembled Upper W/ 15"" Slim Keymod Handguard & .223 WYLDE 1:8 SS medium contour barrel & SS Super Compensator Muzzle BrakeMil spec buffer tube and Alpha combat lightweight stock. Custom nickel boron coated trigger and enhanced polished trigger lpk with Anderson lower. Comes with flip up polymer sights and lower foregrip with keymod rail section and Allen tactical carrying case. Great AR build.PSA full auto bolt carrier group and soft spring charging handle. 1windowed pmag. Text or Email 712249717eight needing cash for a pet surgery so not looking for trades."
For Sale:  Beretta 92a1 Kel Tec sub2000,"1,000                                                                    ",Sell/Trade,iowa,  7562493," Friday, November 10, 2017",Handguns,Beretta USA                                                                                ,Single Action                                                                                ,"Beretta 92a1 with 4 17rd mags like new in box also Kel Tec sub2000 with 2mags also like new in box with one 17rd and one 30rd mags. Both 9mm and KelTec takes Beretta 92 mags so all mags work with both guns for a total if 5 17rd mags and one 30rd. Selling both as a set together want to sell both as a set, asking 1000.00 for both together. Call or text 5i5-3i4-8441"
For Sale:  Smith & Wesson 351C,550                                                                    ,Sell/Trade,iowa,  7527855," Friday, November 10, 2017",Handguns,Smith & Wesson                                                                                ,Double Action                                                                                ,"Never fired.  351C 22mag 7 round.  Cash only, no trades.  Must have Iowa permit.  No shipping.  Text only.  Too many email fishers. 515-577-3002. If the add is still up the gun is still available."
For Sale:  Rossi Ranch Hand 357,450                                                                    ,Sell/Trade,iowa,  7506867," Friday, November 10, 2017",Handguns,Rossi-Braztech                                                                                ,Lever Action                                                                                ,Fun to shoot. 357 mag or 38 sp. Rossi Ranch Hand. No trades. Cash only. Must have Iowa permit as this is classified as a handgun. Text only.  Too many email fishers.  If the post is still up the gun is still for sale.  Thanks   515-577-3002.
Want To Buy:  gun safe,200                                                                    ,Sell/Trade,iowa,  6858745," Friday, November 10, 2017",Rifles,N/A,N/A,"Looking for a smaller sized, used safe - it needs to travel and move up a stairwell.  The pictures I posted are of a safe (not a cabinet) with the dimensions I'm looking for - they are 18"" wide x 16"" deep x 56"" tall and it weighs under 250 pounds.  I'm not particular about whether the safe has a digital or dial lock, or if it has a few scratches on it - they do happen.  I figure there's a few folks out there that want to upgrade, or exchange their current Chinese-made safe for an American one, and I completely understand that - I'm not crazy about paying new prices for a gun safe.  I have moved safes before, so I have a pretty good idea of what will work best for me.  I find this size to be relatively manageable and I will come pick it up.OR, hit my ""Listings by this user,"" button and check out the stuff I have advertised here on Armslist - I would be happy to take $200 off of anything I have that interests you in lieu of the safe's value."
For Sale:  AR 15 regulation service rifle ,"1,200                                                                    ",Sell/Trade,iowa,  7562278," Friday, November 10, 2017",Rifles,N/A,Semi-automatic                                                                                ,AR 15 regulation service rifle.Krigger BarrelFreefloating barrelLeaded for - endJP low mass bolt carrierJP silent capture springMagpul buttstock ( with lead fill )NewAsking $1200. OboThis was built for me but with some other events that came up I will not be able to compete.Questions 712870 sixteen thirty
For Sale:  Finnish m28/30  $525OBO,525                                                                    ,Sell/Trade,iowa,  7535334," Friday, November 10, 2017",Rifles,Sako                                                                                 ,N/A,For sale today is a Finnish m28/30 1935 Sako manufactured.  It's in good condition and shoots very well. This is the type of rifle used by Simo Hayha during WW2 to become the most successful sniper in history!I Will Shipcall/text me at 515four1eight12two1I will sell for $525 obo will consider trades no shotguns (unless brand name antiques or saiga) or 40s please
For Sale:  Very clean Weatherby Orion O/U 12 ga,875                                                                    ,Sell/Trade,iowa,  7562224," Friday, November 10, 2017",Shotguns,Weatherby                                                                                ,Over and Under                                                                                ,"Selling a nice Weatherby Orion Over Under chambered in 12 ga.28"" barrels3"" mag chamber3 Weatherby chokesFancier model with the gold trigger.Was $1,000 when new years ago. Asking $875, will do a his hers price for the pair with the 20 ga.Only had a couple boxes through it. Available for pickup in North Liberty or shipping to your FFL. If the ad is up, it is still available. Feel free to email other questions or send me your phone number if you prefer a call or text."
For Sale:  50 bmg State Arms ,"3,000                                                                    ",Sell/Trade,iowa,  7562203," Friday, November 10, 2017",Rifles,N/A,Bolt Action                                                                                ,"State arms gun Co. WI USA "" Dicke Berta "" 50 bmg.Included is the state arms bipod , laminated wood stock, scope mounting rail, scope rings, Leopold mark 4 ER / T. 6.5-20x50mm with Horus reticle.Gun weighs 41 lbs. With 36 "" bull barrel with 3 "" fish gill muzzle brake.Buyer pays shipping unless local purchase.$3,000 obo.Only other interest is Canik TP9SFx for part of sale.GUN AND RINGS only =$2,300Leopard scope is $1,100Questions just text 712870 sixteen thirty. Or call"
For Sale:  Ruger M77 .223 NEW. Need it gone,620                                                                    ,Sell/Trade,iowa,  7532634," Friday, November 10, 2017",Rifles,Ruger                                                                                ,N/A,"Ruger M77 Hawkeye .223. Rifle is brand new, never fired. 22"" cold hammer forged barrel, walnut stock, rings, box , etc. Beautiful gun.MSRP: $979Price dropped to $620.Open to possible trades or first serious cash offer takes it home. Need it gone.Located north of Marshalltown in Conrad.Call or text (641)751-9 three six eight."
For Sale:  Marlin 45-70 JM,600                                                                    ,Sell/Trade,iowa,  7488131," Friday, November 10, 2017",Rifles,Marlin                                                                                ,Lever Action                                                                                ,Marlin 1895 45-70 JM 22”comes with scope rail and 40rds of hornaday 325 grain
For Sale:  New in box Remington RM380,275                                                                    ,Sell/Trade,iowa,  7561989," Friday, November 10, 2017",Handguns,Remington                                                                                ,N/A,"Brand new in box remington RM380.  Very nice compact carry pistol in .380 caliber.  Comes with everything from store, 2 magazines, lock, and manuals in box.  $275 obo.  Located between Grinnell and Newton.  Can meet occasionally in Des Moines or on I-35 between Des Moines and Minnesota.  Call or text 64one-29five-3614"
For Sale:  Armalite AR50-A1 50 BMG rifle,"3,300                                                                    ",Sell/Trade,iowa,  6870675," Friday, November 10, 2017",Rifles,Armalite                                                                                ,Bolt Action                                                                                ,Armalite AR50A1. Match barrel. Brand new. Never fired. Optic not included. Ammo included.50 rds FMJ.30 rds Armor Piercing Incendiary.No trades. Located in Muscatine.$3300
For Sale:  XDM 5.25 9mm,800                                                                    ,Sell/Trade,iowa,  7236443," Friday, November 10, 2017",Handguns,Springfield                                                                                ,Striker Fire                                                                                ,"XDM 5.25 9mm cerakoted in burnt bronze with a ghosted kryptec camouflage pattern. Springer Precision trigger upgrade kit, slide racker, RMR Mount, 3x 1/4 extended magazine base plates, 2 x extended capacity base plates. Pistol gear extended slide release and operator magwell and heavy guide rod. Does NOT come with the RMR optic, but will come with all of the original parts to include rear sight. I can recerakote the slide, barrel and other small parts on it anouther color if I have it on hand for an additional $75.May consider Walther PPQ Navy, PPQ Q5, H&K VP9 threaded barrel version, Glock 17's, lvl IV ceramic body armor, multicam gear, windowed PMags, AR stripped uppers and lowers as partial or even trades.Must be over 21 and have a valid Concealed Carry Permit or Permit to Purchase Handguns.The RMR sight is not included with this firearm, but the adapter mount will go with it."
For Sale:  Ruger SR40c,500                                                                    ,Sell/Trade,iowa,  7561039," Friday, November 10, 2017",Handguns,Ruger                                                                                ,Striker Fire                                                                                ,"Factory items (hard case, ext. mag, short mag w/finger loop) and a cheap Blackhawk IWB RH holster. This has maybe had 30 rounds fired through it. It was purchased as a carry gun for my wife. I’ve excepted the fact that she will never carry!!! It’s time to buy something I want. The only trade I would consider, would be a Springfield Armory xds .45 ACP. $500 obo"
For Sale:  H&R 12 Gauge Slug Gun,250                                                                    ,Sell/Trade,iowa,  7560942," Friday, November 10, 2017",Shotguns,H&R                                                                                ,Single Shot                                                                                ,H&R Slug GunScopeRifled Barrel
For Sale/Trade:  FEG GKK 45 ACP,499                                                                    ,Sell/Trade,iowa,  5379677," Friday, November 10, 2017",Handguns,FÉGARMY Arms Factory                                                                                ,Single Action                                                                                ,"Hungarian made FEG, Model GKK-45 that comes with a single-stack magazine.  If you like the slide-mounted safety/decocker of the Beretta, P-38 and the old school S&W pistols, you can appreciate it here on this fine pistol.  It appears to be a hybrid of the Brownig Hi-Power and the S&W 39 series pistol designs - inside and out.  These old world quality-crafted firearms are getting harder and harder to find and supplies are drying up.  The labor intensive machining processes required to manufacture SKS rifles, Makarovs and pistols like these are too cost prohibitive to reproduce these classics ever again.  These quality-machined All Steel firearms aren't in production anymore and when the supplies dry up, they won't be replaced.Concealed carry or pistol purchasing permit and driver's license will be required during a face-to-face transfer, unless shipment is to be arranged through an FFL.**********************************************************I would consider trading for a Rossi Ranch Hand.  Please check out the other things I have advertised here on Armslist by hitting the ""Listings by this user"" button."
"For Sale:  308 Package - Savage 10 FCP HS Precision, scope, ammo, dies","1,700                                                                    ",Sell/Trade,iowa,  7450643," Friday, November 10, 2017",Rifles,Savage Arms                                                                                ,Bolt Action                                                                                ,"Prefer to sell this all as a package.  Excellent condition, only 40 rounds fired so this is a almost new rifle with everything done for you.  Bipod in photo not included.  Savage 10FCP HS Precision in 308 with 5R rifling with fluted and threaded barrel, model 19056.  This is a desirable model with a very nice stock and the ability to readily add a suppressor.  5R rifling is preferred for long range 308 shooting.  It is wearing an as new Sightron SIII 8-32x56 with the LRMOA2 reticle, model 25149 that has had minimal use as well (bought new with another rifle and has only seen 175 rounds of gentle 6mm norma BR).  Also includes redding 2 die set and over 500 rounds of ammo (lots of gold medal match, Hornady, and hand load 168 amax).New prices (actual selling not inflated)would have you paying 1,000 for the rifle, 800 for the scope, 50 for the dies, 40 for the base, 40 for the rings, and around 500 bucks for all the ammo included (also has some primed brass).  All together you would be at $2,430 or more if you bought this seperately.  The condition of this rifle and scope would pass for new, they are in excellent condition.  Everything you need to get going and asking $1,700 for all of it.   No trades please."
For Trade:  Rossi youth .410& 12ga ammo,N/A,N/A,iowa,  7430445," Friday, November 10, 2017",Handguns,N/A,N/A,"I have 9 1/2 boxes of 12ga steel shot mainly 3&4 shot. Also have a .410 youth in good shape. Looking to bundle and trade.Want to trade the .410, ammo, and no more then $200 for compact 9mm or maybe other calibers. Can text you pic of ammo on request. No HiPoint or Taurus."
For Sale:  Sig Sauer Legion 226 9mm,950                                                                    ,Sell/Trade,iowa,  7539364," Friday, November 10, 2017",Handguns,Sig Sauer                                                                                ,Double / Single Action                                                                                ,"I have an almost new Sig Sauer  legion P226. Gun is in great condition and  has barely been fired. Functions perfectly. Has everything that comes with the legion series. Includes hard plastic case, legion case, medallion, and 4 mags(2-15 & 2-10rd).This gun shoots great and has the best trigger I've feltAsking 950May take partial trade.  Mossberg shockwave or Remington tac-14"
For Sale:  Springfield M-1 Garand,"1,100                                                                    ",Sell/Trade,iowa,  7202505," Friday, November 10, 2017",Rifles,N/A,N/A,"I have a SA M-1 Garand with all Springfield parts. The stock is an original usgi with a NFR SA cartouche. A great shooter. I will include a hard case and a handful of enbloc clips. $1,100I can include an unopened spam can of non corrosive ammo for $150 extra."
For Sale:  HRA M-1 Garand,900                                                                    ,Sell/Trade,iowa,  7202412," Friday, November 10, 2017",Rifles,N/A,N/A,"I have an HRA M-1 Garand for sale. Standard mix master like 99% of all other Garands out there.barrel reads ME 2 and TE 3it comes with a hard case and a handful of enbloc clips.I can add a spam can of non corrosive ammo for $150 extra.319-651-49threethree. call/text, be sure to leave a message.no shipping"
For Sale:  Smith & Wesson M67 - .38 Special,550                                                                    ,Sell/Trade,iowa,  7453065," Friday, November 10, 2017",Handguns,Smith & Wesson                                                                                ,Double / Single Action                                                                                ,"An > > As New, Once Fired, Smith & Wesson Model 67. Stainless Steel. 4"" Barrel. Hogue Factory S&W Grips. Mint. This is a Current series revolver with manual, box, lock.$550.  May Trade.(515) 491-7832"
For Sale:  WASR-10 AK,650                                                                    ,Sell/Trade,iowa,  7385063," Friday, November 10, 2017",Rifles,Century International Arms                                                                                ,Semi-automatic                                                                                ,"Selling my WASR-10 Romanian Ak rifle chambered in 7.62x39, with 30 round magazines. Currently has Magpul MOE stock, MOE plus grip, Zhukov foreend, Krebs enhanced safety, ALG trigger, and tapco retaining plate installed. I will include the stock furniture and parts with the rifle as well.Email me for more info or pictures, thanks."
For Trade:  Ruger 10/22,N/A,N/A,iowa,  7533561," Friday, November 10, 2017",Rifles,Ruger                                                                                ,Semi-automatic                                                                                ,"Ruger 10/22 with a tactical flip mag and Ruger 10/22 bag. I also have a remington 870, 18 inch with wood furniture,  extended mag tube and black tactical furniture, willing to trade both for the right equipment, thanks!"
For Sale:  Savage Hog Hunter .308,500                                                                    ,Sell/Trade,kansas,  7565421," Saturday, November 11, 2017",Rifles,Savage Arms                                                                                ,Bolt Action                                                                                ,I am selling my Savage 11 Hog Hunter in 308(MSRP $595). This gun is like new and has only been fired a few times. These few rounds were to sight it in and that was it. I sighted it in at 100 yards and it was very accurate at this distance and the barrel hasnt even been broken in yet.. It is in very good condition and I bought it new. It has an internal box magazine and a threaded barrel. I can sell with or without the scope. The scope is a Vortex Crossfire II 3-9 x 40 with the balastic drop recticle(MSRP $169) . It is very clear and a great match for the rifle. I am asking $500 with the scope and $400 without. Bipod is not included.I can be contacted via call or text 417-241-(nine one two five)Thank you
For Sale:  Savage 10 FCP-SR 6.5 Creedmoor,550                                                                    ,Sell/Trade,kansas,  7565413," Saturday, November 11, 2017",Rifles,Savage Arms                                                                                ,Bolt Action                                                                                ,"I am selling a new Savage 10 FCP-SR chambered in 6.5 Creedmoor. I bought this rifle but never had the oppurtunity to shoot it. It has a 10 round detachable magazine, the accutrigger, the accustock, the and a 24"" heavy threaded barrel. The scope is not included. MSRP is $795. I am asking $550. You can contact me via email, call or text at 417-241-(nine one two five). Thank you"
For Sale:  Mosin nagant 1944,250                                                                    ,Sell/Trade,kansas,  7565293," Saturday, November 11, 2017",Rifles,N/A,Bolt Action                                                                                ,Ex sniper mosin. Scope mount holes plugged and bent bolt. Strong rifling. Russian made 1944316 371 9684
For Sale:  Springfield Armory XD45,475                                                                    ,Sell/Trade,kansas,  7565284," Saturday, November 11, 2017",Handguns,Springfield                                                                                ,Double Action                                                                                ,Only shot once. I’ll take 475 bottom dollar 9137108099
For Sale/Trade:  Browning BPS 12ga,250                                                                    ,Sell/Trade,kansas,  7246104," Saturday, November 11, 2017",Shotguns,Browning                                                                                ,Pump Action                                                                                ,"Browning BPS 12 Gauge with used but nice condition.2 3/4 inch and 3 inch shells. Has a 28in barrel and comes with a IC and full chokes. Has a few small scratches on the bottom of the stock and has some wear near the loading gate. When I looked up the DOM it was for 1983 or 84Bought it because it's ambidextrous but i don't use jt very often anymore. Still nice and points well, clean and smooth gun.Call or txt offers to 316 371 9684"
For Sale:  Glock 22,500                                                                    ,Sell/Trade,kansas,  7495301," Saturday, November 11, 2017",Handguns,Glock                                                                                ,N/A,"For sale Glock 22 with 5 mags, Galco iwb holster, and 120 rds."
For Sale/Trade:  remington rifle,395                                                                    ,Sell/Trade,kansas,  7539919," Saturday, November 11, 2017",Rifles,Remington                                                                                ,Pump Action                                                                                ,"remington model 7600 pump action rifle, 270cal, beautiful dark walnut stock and fore arm, new just mounted and bore sighted bushnell banner 3x9x50 scope all in like new cond."
For Sale/Trade:   Winchester model 77.  22cal   With  scope ,250                                                                    ,Sell/Trade,kansas,  6648067," Saturday, November 11, 2017",Rifles,Winchester                                                                                ,Semi-automatic                                                                                ,Weaver scope   Semi auto  tube fed   Any questions call or text 316-633-6959
For Sale/Trade:   A.R. 15 6.8 DPMS ,700                                                                    ,Sell/Trade,kansas,  6648290," Saturday, November 11, 2017",Rifles,DPMS                                                                                ,N/A,DPMS with the nice red dots sling you can get a hold of me 316-633-6959
For Sale/Trade:   Ar15 300 blackout ,735                                                                    ,Sell/Trade,kansas,  6648334," Saturday, November 11, 2017",Rifles,N/A,Semi-automatic                                                                                ,PSA    Tapco scope YHM quad rail. Nice muzzle brake. Blackhawk pistol grip  Any questions call or text 316-633-6959
For Sale/Trade:  OBO Rugers  270 m77    Leopold scope of 3 x 9 ,625                                                                    ,Sell/Trade,kansas,  7478493," Saturday, November 11, 2017",Rifles,Ruger                                                                                ,Bolt Action                                                                                ,Top is the mini 30 good condition  with strap five round magazine $675  sold .   Middle one  is Ruger m77 first generation with a Leopold scope 3 x 9  leather strap $700.  Bottom is Ruger Mini 14 two magazines a 20 round in a 30 round $575  sold .   You can get a hold of me at 316-633-6959.  The Ruger 270 still available
For Sale:  Sig Sauer P229 Enhanced Elite Titanium Blue,725                                                                    ,Sell/Trade,kansas,  7564920," Saturday, November 11, 2017",Handguns,Sig Sauer                                                                                ,Double / Single Action                                                                                ,"I have a barely used Sig Sauer P229 Enhanced Elite for sale.  It features the Blue Titanium Alloy frame and E2 grips.  It also has the SRT trigger and SigLite night sights installed.  It has 300 rounds through it, then carefully cleaned and stored.It comes with the original box, paperwork, lock, grip tool, amd 2 15 round magazines."
For Sale:  Glock 19 gen 3,425                                                                    ,Sell/Trade,kansas,  7515871," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,Glock 19 gen 3 comes with 2 mags. It's a solid pistol just looking for cash at this point.
For Sale:  GLOCK 19,450                                                                    ,Sell/Trade,kansas,  7564893," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,"For sale is a used, but excellent condition Gen 3 Glock 19. It comes with 2 used factory magazines and fading night sights. Nothing special, exotic or ""rare"" as others post. Just a great self defense pistol. It can be yours for $450 OBO. Don't be afraid to make a reasonable offer. Lowballs will be ignored. Cash is king, but I will entertain trades if it is something that I like. Worst thing I can say is ""No thx."" Please note, I do not need to sell, just making room for the next project. Buyer must display KS ID and not be prohibited from owning a firearm. Kindly call or text 407 860 seventeen hundred to purchase or ask questions. Thx for looking."
For Sale/Trade:  Beretta PX4 compact 9mm,350                                                                    ,Sell/Trade,kansas,  7564742," Saturday, November 11, 2017",Handguns,Beretta USA                                                                                ,Double / Single Action                                                                                ,"Beretta PX4 compact in excellent condition. Type G, which is the decocker only.  150 rounds fired.In Wichita area for the weekend, Kansas resident from Kansas City area.Asking $350No emails please. Text or call only 3I6/65O/I7I5"
For Sale:  Mossberg 500 Persuader 8-shot,350                                                                    ,Sell/Trade,kansas,  7564646," Saturday, November 11, 2017",Shotguns,Mossberg                                                                                ,Pump Action                                                                                ,"Brand new, unfired.  20 inch barrel, 7+1 Capacity.  Just thinning the cache out a little.  Call or text 913 424 0194 anytime."
For Sale/Trade:  Remington 700 ,"1,400                                                                    ",Sell/Trade,kansas,  7368006," Saturday, November 11, 2017",Rifles,Remington                                                                                ,Bolt Action                                                                                ,"This is a Remington 700 .308 with a 24"" bull barrel. It sits in a Remington Outlander stock. It has a versa-pod bipod under it. Glass is a Springfield armory 6-20x56 mil dot government model with an internal bubble level. With leupold scope mount and rings. This is an awesome rifle I just don't ever shoot it and doesn't fill a need right now. 1400OBO"
For Sale:  Rau Arms .22 cal 'Wildcat',430                                                                    ,Sell/Trade,kansas,  7093344," Saturday, November 11, 2017",Antique Firearms,N/A,N/A,"I have a beautiful example of a Rau Arms .22 cal. single shot rifle. Very nice condition with no rust. The bore is excellent. The Rau Arms. Manufacturing building was located in El Dorado, Kansas. I believe that they were producing rifles from 1974-1979. These rifles re-emerged in Ozark, Missouri in the 1980's.Perfect functioning rifle. Call for images.$430 CashCall/text or email me at 316-259-6816  ask for ABBEY"
For Sale:  DPMS 3G2 AR-15,950                                                                    ,Sell/Trade,kansas,  6980536," Saturday, November 11, 2017",Rifles,DPMS                                                                                ,Semi-automatic                                                                                ,"Used DPMS 3G2 5.56/223 for sale. 250 rounds through it. Always cleaned and taken care of. Designed for 3 Gun, with the angled BUIS, the match barrel and trigger, and the very effective muzzle brake makes it have basically no recoil. Totally stock from factory. The rifle comes with the Lightweight free floated handguard, matte stainless steel match barrel, Miculek muzzle brake, Magpul grip, Magpul CTR stock, angled Magpul BUIS, match JP adjustable trigger, everything else is mil-spec. Comes with 1 magpul pmag, original hard case, owners manual, other paperwork that was in box.No trades, Thanks for looking."
For Sale:  AK-74,"1,250                                                                    ",Sell/Trade,kansas,  7193366," Saturday, November 11, 2017",Rifles,Century International Arms                                                                                ,Semi-automatic                                                                                ,"For sale:  Bulgarian AK-74, 5.45x39.Includes: Troy AK battle rail, Ultimak gas tube, Bushnell T-25, Magpul stock, Rifle dynamic M4 stock adaptor, US Palms pistol grip, plus original wood furniture.Comes with 2-Bakelit mags, 2-Circle 21 mags, 6- commercial Bulgarian mags, 1-40rd promag.Also:  2 cans (1crates) of 7n6 5.45x39 (banned from import ""poison bullets""). Total of 2160rds plus some loose rounds."
For Sale:  Glock 17 MOS with extras,"1,350                                                                    ",Sell/Trade,kansas,  7564387," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,Glock 17 MOSZev Tech competition trigger springZev Tech magazine releaseTrijicon suppressor height night sightsStrike industries glock compensatorTrijicon RMR 07i also have a voodoo innovations threaded barrel that is not in the picture.If you'd like more pictures text is best 913-237-3207not accepting trades or low offers
For Sale/Trade:  Dan Wesson CCO,"1,100                                                                    ",Sell/Trade,kansas,  7538734," Saturday, November 11, 2017",Handguns,Dan Wesson                                                                                ,Single Action                                                                                ,"Gently used Dan Wesson CCO which is an officer's frame with the commander 4.25"" barrel and slide. Shoots extremely well, but I just got a couple other 45s and there is no more room at the Inn for this one. It will come with all of the factory stuff: case, 2 mags, bushing tool...I'd like to trade it, but would consider selling for $1100 OBO. This is a ""blemished"" model, and it is shown in the photo of the front strap."
For Sale:  Kimber Pro Crimson Carry II,995                                                                    ,Sell/Trade,kansas,  7535896," Saturday, November 11, 2017",Handguns,Kimber                                                                                ,N/A,"Excellent condition, Pro Crimson Carry II with Crimson Trace Lasergrips. Comes with case and two clips. A real pleasure to shoot."
For Sale:  LIKE NEW!!! GLOCK 34 MOS W/ LOTS OF EXTRAS,950                                                                    ,Sell/Trade,kansas,  7564279," Saturday, November 11, 2017",Handguns,Glock                                                                                ,N/A,"LIKE NEW!!!!!!! gen 4 GLOCK 34 MOS, outfitted with ZECTech Fulcrum trigger uktimate kit, ZEVTech Mag well, ZEVTech Magazine pads in all 3 mags. Dawson precision sights. BladeTech comp. holster plus mag holster!!!! LIKE NEW! NO BULSH*T offers MORE PHOTOS UPON REQUEST"
For Sale:  STOEGER MOD. CONDOR  12 GA.,400                                                                    ,Sell/Trade,kansas,  7537319," Saturday, November 11, 2017",Shotguns,Stoeger                                                                                ,Over and Under                                                                                ,"STOEGER MOD. CONDOR 3"" CHAMBER "" E.R. AMANTINO "" OVER/UNDER 12 GA. VERY GOOD SHAPE...$ 400.00 ...PLEASE NO TRADES ...RESONABLE OFFERS CONSIDERED 316 304 5542"
For Sale:  Smith & Wesson,"1,350                                                                    ",Sell/Trade,kansas,  7564101," Saturday, November 11, 2017",Handguns,Smith & Wesson                                                                                ,Double / Single Action                                                                                ,"Smith & Wesson 27-2 357 mag Nickel 8 3/8"""
For Sale:  Ruger,599                                                                    ,Sell/Trade,kansas,  7564082," Saturday, November 11, 2017",Handguns,Ruger                                                                                ,Double / Single Action                                                                                ,Used Ruger GP100
For Sale/Trade:  kimber,"1,000                                                                    ",Sell/Trade,kansas,  7563582," Saturday, November 11, 2017",Handguns,Kimber                                                                                ,Double / Single Action                                                                                ,D-U kimber 45acp.1000
